# mrk;kap;num;dos
aktual.0ajxo.interesa;aktualaĵo;;NULL
aktual.0igi;aktualigi;;NULL
aktual.0igi.akre;aktualigi;1;NULL
aktual.0igi.gxisdatigi;aktualigi;2;NULL
aktual.0igxi;aktualiĝi;;NULL
aktual.0igxi.akre;aktualiĝi;;NULL
aktual.mal0a;malaktuala;;NULL
aktuari.0o;aktuario;;NULL
aktuari.0o.EKON;aktuario;;NULL
akumul.0ejo;akumulejo;;NULL
akumul.0ejo.KOMP;akumulejo;;NULL
akumul.0igxa;akumuliĝa;;NULL
akumul.0igxa.punkto;akumuliĝa;;NULL
akumul.0igxi;akumuliĝi;;NULL
akumul.0igxi.KOMUNE;akumuliĝi;;NULL
akumul.0ilo;akumulilo;;NULL
akumul.0ilo.ELE;akumulilo;;NULL
akusti.0a;akustika;;NULL
akusti.0a.MUZ;akustika;2;NULL
akusti.0a.SON;akustika;1;NULL
akusti.0o;akustiko;;NULL
akusx.0arto;akuŝarto;;NULL
akusx.0arto.FIL;akuŝarto;2;NULL
akusx.0i;akuŝi;;NULL
akusx.0peno;akuŝpeno;;NULL
akut.0a;akuta;;oa_2
akut.0a.penetranta;akuta;4;oa_2
akut.mal0a;malakuta;;NULL
akuz.0anto;akuzanto;;NULL
akuz.0isto;akuzisto;;NULL
akuz.0isto.JUR;akuzisto;;NULL
akuz.0ito;akuzito;;NULL
akuz.0ito;akuzato;;NULL
akv.0a;akva;;NULL
akv.0a.funkcianta;akva;2;NULL
akv.0a.rilata;akva;4;NULL
akv.0ejo;akvejo;;NULL
akv.0ejo.KOMUNE;akvejo;;NULL
akv.0i;akvi;;NULL
akv.0i.akvumi;akvi;;NULL
akv.0ujo;akvujo;;NULL
akv.0umilo;akvumilo;;NULL
akv.0umilo.HOR;akvumilo;;NULL
akv.A0isto;Akvisto;;NULL
akv.en0igxi;enakviĝi;;NULL
akv.grund0o;grundakvo;;NULL
akv.grund0o.GEOL;grundakvo;;NULL
akv.klor0o;klorakvo;;NULL
akv.klor0o.KOMUNE;klorakvo;;NULL
akv.miel0o;mielakvo;;NULL
akv.mineral0o;mineralakvo;;NULL
akv.mineral0o.KUI;mineralakvo;;NULL
akv.pluv0o;pluvakvo;;NULL
akv.pluv0o.KOMUNE;pluvakvo;;NULL
akv.rub0o;rubakvo;;NULL
akv.rub0o.AKV;rubakvo;;NULL
akv.sankt0ujo;sanktakvujo;;NULL
akv.sankt0ujo.KRI;sanktakvujo;;NULL
akv.sub0isto;subakvisto;;NULL
akv.super0o;superakvo;;NULL
akv.super0o.MET;superakvo;;NULL
akv.sur0igi;surakvigi;;NULL
akv.sur0igxi;surakviĝi;;NULL
akvafo.0o;akvaforto;;oa_4
akvafo.0o;akvaforto;;oa_4
akvafo.0o.BELA;akvaforto;1;oa_4
akvafo.0o.BELA;akvaforto;1;oa_4
akvafo.0o.verko;akvaforto;2;oa_4
akvafo.0o.verko;akvaforto;2;oa_4
al.mal0igxi;malaliĝi;;NULL
al.mal0igxi.KOMUNE;malaliĝi;;NULL
al.re0igxi;realiĝi;;NULL
al.re0igxi.KOMUNE;realiĝi;;NULL
alabam.0o;Alabamo;;NULL
alabam.0o.GEOG_rivero;Alabamo;1;NULL
alabam.0o.GEOG_sxtato;Alabamo;2;NULL
alan.0o;Alano;;NULL
alan.0o.NOM;Alano;;NULL
alarm.0isto;alarmisto;;NULL
alarm.0isto.FIG;alarmisto;;NULL
alauxd.0o;alaŭdo;;NULL
alauxd.0o.genro;alaŭdo;2;NULL
alauxd1.0oj;alaŭdedoj;;NULL
alavit.0ismo;Alavitismo;;NULL
alavit.0ismo.ISL;Alavitismo;;NULL
alavit.0o;alavito;;NULL
alavit.0o.ISL;alavito;;NULL
albert1.A0o;Alberto;;NULL
albert1.A0o.GEOG;Alberto;;NULL
albigens.0ismo;albigensismo;;NULL
albigens.0ismo.REL;albigensismo;;NULL
albigens.0o;albigenso;;NULL
albigens.0o.REL;albigenso;;NULL
albin.0ismo;albinismo;;NULL
albin.0ismo.GNT;albinismo;;NULL
albizi.0o;albizio;;NULL
albizi.0o.BOT;albizio;;NULL
album.0o;albumo;;NULL
album.0o.MUZ;albumo;2;NULL
alce.0o;alceo;;NULL
alce.0o.BOT;alceo;;NULL
alchajmer.0o;Alchajmero;;NULL
alchajmer.0o;Alchejmero;;NULL
aleksandri.A0o;Aleksandrio;;NULL
alel.0o;alelo;;NULL
alel.0o.GNT;alelo;;NULL
aler.0o;alero;;NULL
aler.0o.ARKI;alero;2;NULL
aler.0o.KON;alero;1;NULL
aleut.0o;aleuto;;NULL
aleut.0o.homo;aleuto;;NULL
aleut.A0ajInsuloj;Aleutaj Insuloj;;NULL
aleuxrit.0o;aleŭrito;;NULL
aleuxrit.0o.BOT;aleŭrito;;NULL
alf.0o;alfo;;NULL
alf1.0o;alfo;;NULL
alf1.0o.LIN;alfo;;NULL
alfabe.0a;alfabeta;;NULL
alfabe.0igi;alfabetigi;;NULL
alfabe.0igi.fari0a;alfabetigi;1;NULL
alfabe.0igi.malanalfabetigi;alfabetigi;2;NULL
alfabe.0igo;alfabetigo;;NULL
alg.blu0o;blualgo;;NULL
alg.blu0o;blua algo;;NULL
alg.blu0o.BAK;blualgo;;NULL
alg.blu0o.BAK;blua algo;;NULL
algebr.0a;algebra;;NULL
algebr.0a.gxenerale;algebra;1;NULL
algebr.0a.speciale;algebra;2;NULL
algebr.banahxa0o;banaĥa algebro;;NULL
algebr.borelasigma0o;borela sigma-algebro;;NULL
algebr.borelasigma0o;borela σ-algebro;;NULL
algebr.bulea0o;bulea algebro;;NULL
algebr.bulea0o.fako;bulea algebro;1;NULL
algebr.lineara0o;lineara algebro;;NULL
algebr.lineara0o.strukturo;lineara algebro;2;NULL
algebr.okaz0o;okazalgebro;;NULL
algebr.sigma0o;sigma-algebro;;NULL
algebr.sigma0o;σ-algebro;;NULL
alginat.0o;alginato;;NULL
alginat.0o.KEM;alginato;;NULL
algonkin.0a;algonkina;;NULL
algonkin.0a.ETN;algonkina;;NULL
algonkin.0o;algonkino;;NULL
algonkin.0o.ETN;algonkino;;NULL
algor.euxklida0o;eŭklida algoritmo;;NULL
algxeb.0o;alĝebro;;NULL
algxer.0o;Alĝero;;NULL
algxer.0o.cxefurbo;Alĝero;;NULL
algxeri.A0o;Alĝerio;;oa_8
ali.0a;alia;;ekz_12
ali.0e;alie;;NULL
ali.0ulo;aliulo;;NULL
ali.0ulo.KOMUNE;aliulo;;NULL
ali.kun0e;kunalie;;NULL
ali.kun0e.KOMUNE;kunalie;;NULL
alial.0;alial;;NULL
aliam.0;aliam;;NULL
alianc.0ano;aliancano;;NULL
alianc.0ano.POL;aliancano;;NULL
alianc.0i;alianci;;NULL
alianc.0igxi;alianciĝi;;NULL
alianc.0igxi.POL;alianciĝi;;NULL
aliel.0;aliel;;NULL
alies.0;alies;;NULL
alies.0.GRA;alies;;NULL
aligat.0i;aligatori;;NULL
aligat1.0oj;aligatoredoj;;NULL
aligat1.0oj.ZOO;aligatoredoj;;NULL
alikva.0o;alikvanto;;NULL
alikvo.0o;alikvoto;;NULL
aliment.0o;alimento;;NULL
aliment.0o.JUR;alimento;;NULL
aliom.0;aliom;;NULL
aliom.0.GRA;aliom;;NULL
aliu.0;aliu;;NULL
aliu.0.GRA;aliu;;NULL
aliz.0arbo;alizarbo;;NULL
aliz.0arbo;alizujo;;NULL
alize.0o;alizeo;;NULL
alkad.0o;alkado;;NULL
alkoho.0igi;alkoholigi;;NULL
alkoho.0igi.KOMUNE;alkoholigi;1;NULL
alkoho.0igi.drinkema;alkoholigi;2;NULL
almena.0;almenaŭ;;uv_A
almena.0;almenaŭ;;akkor_fr
almena.0.seNeAliaj;almenaŭ;3;uv_A
almena.0.seNeAliaj;almenaŭ;3;akkor_fr
almoz.0donanto;almozdonanto;;NULL
almoz.0donema;almozdonema;;NULL
almoz.0ulejo;almozulejo;;NULL
almoz.0ulejo.KOMUNE;almozulejo;;NULL
alofon.0a;alofona;;NULL
alofon.0a.FON;alofona;;NULL
alofon.0o;alofono;;NULL
alofon.0o.FON;alofono;;NULL
aloj.0i;aloji;;NULL
alp.0ismo;alpismo;;NULL
alp.0ismo.SPO;alpismo;;NULL
alp.0isto;alpisto;;NULL
alp.0isto.SPO;alpisto;;NULL
alp.0o;alpo;;NULL
alp.0o.AGR;alpo;1;NULL
alp.0o.GEOG;alpo;2;NULL
alp.A0oj;Alpoj;;NULL
alp.A0oj;Alpa Montaro;;NULL
alp.A0oj.GEOG;Alpoj;;NULL
alp.A0oj.GEOG;Alpa Montaro;;NULL
alpar.0e;alpare;;NULL
alpar.0o;alparo;;NULL
alpinism.0o;alpinismo;;NULL
alpinism.0o.SPO;alpinismo;;NULL
alpinist.0o;alpinisto;;NULL
alpinist.0o.SPO;alpinisto;;NULL
alt.0ajxeto;altaĵeto;;NULL
alt.0ajxeto.GEOG;altaĵeto;;NULL
alt.0igxi;altiĝi;;NULL
alt.0igxi.KOMUNE;altiĝi;;NULL
alt.mal0a;malalta;;uv_M
alt.mal0a.FIG;malalta;3;uv_M
alt.mal0a.MUZ;malalta;4;uv_M
alt.mal0a.dimensio;malalta;1;uv_M
alt.mal0a.distanco;malalta;2;uv_M
alt.mal0igi;malaltigi;;NULL
alt.mal0igi.KOMUNE;malaltigi;;NULL
alt.mal0igxi;malaltiĝi;;NULL
alt.mal0igxi.KOMUNE;malaltiĝi;;NULL
altar.0o;altaro;;ekz_36
alte.roz0o;rozalteo;;NULL
alte.roz0o.BOT;rozalteo;;NULL
altern.0a;alterna;;NULL
altern.0a.KOMUNE;alterna;1;NULL
altern.0a.angulo;alterna;3;NULL
altern.0a.formo;alterna;2;NULL
altern1.0o;alternanco;;NULL
altern2.0a;alternativa;;NULL
altitud.0o;altitudo;;NULL
altitud.0o.GEOD;altitudo;;NULL
altometr.0o;altometro;;NULL
altometr.0o.MEZ;altometro;;NULL
altrui.0a;altruisma;;NULL
altrui.0a.FIL;altruisma;;NULL
altruist.0o;altruisto;;NULL
aluat.0;aluato;;NULL
aluat.0.ZOO;aluato;;NULL
alud.0o;aludo;;NULL
aluvi.0o;aluvio;;NULL
aluvi.0o.GEOL_ARK;aluvio;2;NULL
alveol.0uloj;alveoluloj;;NULL
alveol.0uloj.BAK;alveoluloj;;NULL
alzac.0o;Alzaco;;NULL
alzac.0o.regiono;Alzaco;;NULL
am.0anto;amanto;;NULL
am.0i;ami;;ekz_8
am.0i.sxati;ami;2;ekz_8
am.0indumo;amindumo;;NULL
am.0indumo.MOR;amindumo;;NULL
am.ek0i;ekami;;NULL
am.ekmal0i;ekmalami;;NULL
amade.0o;Amadeo;;NULL
amade.0o.NOM;Amadeo;;NULL
aman.0o;Amano;;NULL
amar.dolcx0a;dolĉamara;;NULL
amaran.0a;amaranta;;NULL
amas.0informado;amasinformado;;NULL
amas.0informado.INF;amasinformado;;NULL
amas.0komunikilo;amaskomunikilo;;NULL
amas.0komunikilo.INF;amaskomunikilo;;NULL
amas.sxton0o;ŝtonamaso;;NULL
amas.sxton0o.ARKE;ŝtonamaso;;NULL
amator.0i;amatori;;NULL
amator.0i.KOMUNE;amatori;;NULL
amator.0o;amatoro;;oa_8
amazon.0ino;amazonino;;NULL
amazon.0ino.ARK;amazonino;;NULL
amazon2.A0o;Amazono;;NULL
amazon2.A0o.subsxtato;Amazono;2;NULL
ambigu.0eco;ambigueco;;NULL
ambigu.0o;ambiguo;;NULL
ambigu.0o.LIN;ambiguo;;NULL
ambigu.mal0igi;malambiguigi;;NULL
ambigu.sen0igi;senambiguigi;;NULL
ambigu.sen0igi.LIN;senambiguigi;;NULL
ambl.0i;ambli;;NULL
ambl.0i.RAJ;ambli;;NULL
ambon.0o;ambono;;NULL
ambon.0o.ARKI;ambono;;NULL
ambrozi.0o;Ambrozio;;NULL
ambrozi.0o.NOM;Ambrozio;;NULL
ambula.0o;ambulanco;;NULL
amel.0i;ameli;;NULL
amel.0i;amelumi;;NULL
amel.0i.TEKS;ameli;;NULL
amel.0i.TEKS;amelumi;;NULL
amend.0i;amendi;;oa_9
amend.0i.JUR;amendi;;oa_9
amerik.latin0o;Latinameriko;;NULL
amerik.latin0o.GEOG;Latinameriko;;NULL
amfibi.0a;amfibia;;NULL
amfibi.0a.TEK;amfibia;2;NULL
amfibi.0o;amfibio;;NULL
amfibi.0o.ZOO;amfibio;;NULL
amfibr.n0o;n-amfibraĥo;;NULL
amfibr.n0o.POE;n-amfibraĥo;;NULL
amfikrin.0a;amfikrina;;NULL
amfikrin.0a.FIZL;amfikrina;;NULL
amid.0o;amido;;NULL
amid.0o.KEM;amido;;NULL
amik.0ema;amikema;;NULL
amik.0ema;amikiĝema;;NULL
amik.0ema.PSI;amikema;;NULL
amik.0ema.PSI;amikiĝema;;NULL
amik.ge0oj;geamikoj;;NULL
amikicx.0o;amikiĉo;;NULL
amin.0o;amino;;NULL
amin.0o.KEM;amino;;NULL
amir.0o;Amiro;;NULL
amir.0o.NOM;Amiro;;NULL
amisx.0ismo;amiŝismo;;NULL
amisx.0ismo.KRI;amiŝismo;;NULL
amisx.0o;amiŝo;;NULL
amisx.0o.KRI;amiŝo;;NULL
amitab.0o;Amitabo;;NULL
amnest.0i;amnestii;;NULL
amnest.0i.JUR;amnestii;;NULL
amni.0o;amnio;;NULL
amonia.sal0o;salamoniako;;uv_S
amonia.sal0o;salamoniako;;akkor_en
amor.0emo;amoremo;;NULL
amor.0emo.inklino;amoremo;;NULL
amor.0o;amoro;;oa_4
amor.0o;amoro;;oa_4
amor.A0o;Amoro;;NULL
amorti.0i;amortizi;;oa_2
amplek.0a;ampleksa;;NULL
amplek.0a.iel;ampleksa;1;NULL
amplek.0a.vasta;ampleksa;2;NULL
amplif.0o;amplifikatoro;;NULL
ampol.0ingo;ampolingo;;NULL
ampol.0ingo.ELE;ampolingo;;NULL
ampol.0o;ampolo;;oa_8
amudarj.A0o;Amudarjo;;NULL
amuz.0ajxo;amuzaĵo;;NULL
amuz.0ajxo.KOMUNE;amuzaĵo;;NULL
amuz.mal0i;malamuzi;;NULL
amuz.mal0i.KOMUNE;malamuzi;;NULL
an.0;-an;;ekz_37
an.0.grupo;-an;1;ekz_37
an.0.lando;-an;2;ekz_37
an.0aro;anaro;;uv_A
an.0i;ani;;NULL
an.0i.POL;ani;;NULL
an.0igxi;aniĝi;;NULL
an.0igxi.POL;aniĝi;;NULL
an.0o;ano;;NULL
anabaptist.0o;anabaptisto;;NULL
anabaptist.0o.KRI;anabaptisto;;NULL
anabaz.0o;Anabazo;;NULL
anabaz.0o.BELE;Anabazo;;NULL
anaerobi.0a;anaerobia;;NULL
anaerobi.0a.KOMUNE;anaerobia;;NULL
anafor.0o;anaforo;;NULL
anafor.0o.LIN;anaforo;;NULL
anahxoret.0o;anaĥoreto;;NULL
anahxoret.0o;anakoreto;;NULL
anahxoret.0o.REL;anaĥoreto;;NULL
anahxoret.0o.REL;anakoreto;;NULL
anakar.0o;anakardio;;NULL
anakolut.0o;anakoluto;;NULL
anakolut.0o.BELE;anakoluto;;NULL
anal.0o;analo;;NULL
analekt.0o;analekto;;NULL
analekt.0o.BELE;analekto;;NULL
analeptik.0o;analeptiko;;NULL
analeptik.0o.MED;analeptiko;;NULL
analfa.0a;analfabeta;;NULL
analfa.0eco;analfabeteco;;NULL
analfa.0eco.gxenerala;analfabeteco;2;NULL
analfa.0ismo;analfabetismo;;NULL
analit.0a;analitika;;NULL
analiz.0a;analiza;;NULL
analiz.0a.KOMUNE;analiza;1;NULL
analiz.0a.LIN;analiza;2;NULL
analiz.0isto;analizisto;;NULL
analiz.0isto.KOMUNE;analizisto;;NULL
analiz.0o;analizo;;NULL
analog.0a;analoga;;NULL
analog.0a.BIO;analoga;2;NULL
analog.0e;analoge;;NULL
anapes.n0o;n-anapesto;;NULL
anas.0aro;anasaro;;NULL
anas.0o;anaso;;NULL
anas.0o.ZOO;anaso;2;NULL
anas.blankspegula_mar0o;blankspegula maranaso;;NULL
anas.blankspegula_mar0o.ZOO;blankspegula maranaso;;NULL
anas.bluflugila_0o;bluflugila anaso;;NULL
anas.bluflugila_0o.ZOO;bluflugila anaso;;NULL
anas.brunkapa_0o;brunkapa anaso;;NULL
anas.brunkapa_0o.ZOO;brunkapa anaso;;NULL
anas.fajf0o;fajfanaso;;NULL
anas.falcxil0o;falĉilanaso;;NULL
anas.falcxil0o.ZOO;falĉilanaso;;NULL
anas.knar0o;knaranaso;;NULL
anas.knar0o.ZOO;knaranaso;;NULL
anas.kuler0o;kuleranaso;;NULL
anas.kuler0o.ZOO;kuleranaso;;NULL
anas.mandaren0o;mandarenanaso;;NULL
anas.mandaren0o.ZOO;mandarenanaso;;NULL
anas.mar0o;maranaso;;NULL
anas.marcx0o;marĉanaso;;NULL
anas.marmor0o;marmoranaso;;NULL
anas.marmor0o.ZOO;marmoranaso;;NULL
anas.merg0o;merganaso;;NULL
anas.nigra_mar0o;nigra maranaso;;NULL
anas.nigra_mar0o.ZOO;nigra maranaso;;NULL
anas.okulvitra_mar0o;okulvitra maranaso;;NULL
anas.okulvitra_mar0o.ZOO;okulvitra maranaso;;NULL
anas.pintvost0o;pintvostanaso;;NULL
anas.pintvost0o.ZOO;pintvostanaso;;NULL
anas.platbeka_0o;platbeka anaso;;NULL
anas.platbeka_0o.ZOO;platbeka anaso;;NULL
anas.regxa_mol0o;reĝa molanaso;;NULL
anas.regxa_mol0o.ZOO;reĝa molanaso;;NULL
anas.siberia_mol0o;siberia molanaso;;NULL
anas.siberia_mol0o.ZOO;siberia molanaso;;NULL
anas.tuf0o;tufanaso;;NULL
anased.0oj;anasedoj;;NULL
anastazi.0o;Anastazio;;NULL
anastazi.0o.NOM;Anastazio;;NULL
anasti.0o;anastigmato;;NULL
anatol.0o;Anatolo;;NULL
anatol.0o.NOM;Anatolo;;NULL
anatom.0isto;anatomiisto;;NULL
anatom.0isto.ANA;anatomiisto;;NULL
anatom1.0o;anatomo;;NULL
anatom1.0o.ANA;anatomo;;NULL
and.0oj;Andoj;;NULL
and.0oj.montaro;Andoj;;NULL
andrapradesx.0o;Andrapradeŝo;;NULL
andrapradesx.0o.GEOG;Andrapradeŝo;;NULL
androg.0o;androgino;;NULL
androg.0o.BIO;androgino;;NULL
android.0o;androido;;NULL
android.0o.KOMP;androido;;NULL
android.0o.TEK;androido;;NULL
android.A0o;Androido;;NULL
andronik.0o;Androniko;;NULL
anduj.0o;andujo;;NULL
anduj.0o.KUI;andujo;;NULL
anekdo.0a;anekdota;;NULL
anekdo.0a.BELA;anekdota;;NULL
anekdo.0aro;anekdotaro;;NULL
anekdo.0aro.BELE;anekdotaro;;NULL
aneks.0ado;aneksado;;NULL
aneks.0ado.POL;aneksado;;NULL
anemon.mar0oj;maranemonoj;;NULL
anemon.mar0oj.ZOO;maranemonoj;;NULL
aneste.0a;anesteza;;NULL
aneste.0isto;anestezisto;;NULL
aneuxrism.0o;aneŭrismo;;NULL
aneuxrism.0o.FIZL;aneŭrismo;;NULL
angar.A0o;Angaro;;NULL
angil.0oformaj;angiloformaj;;NULL
angile.0oj;angiledoj;;NULL
angkor.0o;Angkoro;;NULL
angl.0alingvujo;Anglalingvujo;;NULL
angl.0alingvujo.komunika;Anglalingvujo;2;NULL
angl.0alingvujo.landaro;Anglalingvujo;1;NULL
angl.pra0a;praangla;;NULL
angl.pra0a.HIS;praangla;;NULL
anglez.0o;anglezo;;NULL
anglez.0o.MUZ;anglezo;;NULL
anglikan.0ismo;anglikanismo;;NULL
anglikan.0ismo.KRI;anglikanismo;;NULL
anglikan.0o;anglikano;;NULL
anglikan.0o.KRI;anglikano;;NULL
angol.A0o;Angolo;;NULL
angol.A0o.GEOG;Angolo;;NULL
angor.0a;angora;;NULL
angor.0i;angori;;NULL
angul.0fidela;angulfidela;;NULL
angul.Tri0o;Triangulo;;NULL
angul.Tri0o.AST;Triangulo;;NULL
angul.akut0a;akutangula;;NULL
angul.auxstralaTri0o;Aŭstrala Triangulo;;NULL
angul.auxstralaTri0o.AST;Aŭstrala Triangulo;;NULL
angul.centra0o;centra angulo;;NULL
angul.cirkonferenca0o;cirkonferenca angulo;;NULL
angul.ebena0o;ebena angulo;;NULL
angul.obtuz0a;obtuzangula;;NULL
angul.paskalatri0o;paskala triangulo;;NULL
angul.plur0o;plurangulo;;NULL
angul.polusa0o;polusa angulo;;NULL
angul.solida0o;solida angulo;;NULL
angul.strat0o;stratangulo;;NULL
angul.strat0o.KOMUNE;stratangulo;;NULL
angul.tri0a;triangula;;NULL
angul.tri0a.gxenerale;triangula;1;NULL
angul.tri0a.matrico;triangula;2;NULL
angvis1.0oj;angvisedoj;;NULL
angxel.cxef0o;ĉefanĝelo;;NULL
angxel.cxef0o.REL;ĉefanĝelo;;NULL
angxel.gard0o;gardanĝelo;;NULL
angxel.gard0o.REL;gardanĝelo;;NULL
anhel.0i;anheli;;NULL
anhel.0o;anhelo;;NULL
anhel.0o.KOMUNE;anhelo;;NULL
anim.0i;animi;;NULL
anim.0ismo;animismo;;NULL
anim.0ismo.REL;animismo;;NULL
anim.egal0a;egalanima;;NULL
anim.egal0a.PSI;egalanima;;NULL
anim.egal0eco;egalanimeco;;NULL
anim.egal0eco.PSI;egalanimeco;;NULL
anim.et0a;etanima;;NULL
anim.et0a.PSI;etanima;;NULL
anim.et0eco;etanimeco;;NULL
anim.et0eco.PSI;etanimeco;;NULL
anim.facil0eco;facilanimeco;;NULL
anim.facil0eco.PSI;facilanimeco;;NULL
anim.grand0eco;grandanimeco;;NULL
anim.grand0eco.PSI;grandanimeco;;NULL
anim.kot0ulo;kotanimulo;;NULL
anim.largx0a;larĝanima;;NULL
anim.largx0a.PSI;larĝanima;;NULL
anim.largx0eco;larĝanimeco;;NULL
anim.largx0eco.PSI;larĝanimeco;;NULL
anim.pur0a;puranima;;NULL
anim.pur0a.PSI;puranima;;NULL
anim.rekt0a;rektanima;;NULL
anim.rekt0a.PSI;rektanima;;NULL
anim.simpl0a;simplanima;;NULL
anim.simpl0a.PSI;simplanima;;NULL
animaci.0ajxo;animaciaĵo;;NULL
animaci.0ajxo.KIN;animaciaĵo;;NULL
animal.0a;animala;;NULL
anime.0o;animeo;;NULL
anime.0o.KIN;animeo;;NULL
anjon.0o;anjono;;NULL
anjon.0o.KEM;anjono;;NULL
ankar.0o;Ankaro;;NULL
ankaux.0a;ankaŭa;;NULL
ankaux.0a.KOMUNE;ankaŭa;;NULL
ankaux.ne_sole_sed_0;ne sole... sed ankaŭ...;;NULL
ankaux.ne_sole_sed_0;ne nur... sed ankaŭ...;;NULL
ankaux.ne_sole_sed_0.KOMUNE;ne sole... sed ankaŭ...;;NULL
ankaux.ne_sole_sed_0.KOMUNE;ne nur... sed ankaŭ...;;NULL
ankora.0a;ankoraŭa;;NULL
ankora.0a.KOMUNE;ankoraŭa;;NULL
anobie.0oj;anobiedoj;;NULL
anomal.0a;anomalia;;NULL
anomal.0a.SCI;anomalia;;NULL
anonac.0oj;anonacoj;;NULL
anonc.0anto;anoncanto;;NULL
anonc.0i;anonci;;NULL
anonc.0isto;anoncisto;;NULL
anonc.0isto.KOMUNE;anoncisto;;NULL
anonc.antaux0i;antaŭanonci;;NULL
anonc.antaux0i.KOMUNE;antaŭanonci;;NULL
anonc.gazet0o;gazetanonco;;NULL
anonc.mal0i;malanonci;;NULL
anonim.0ulo;anonimulo;;NULL
anorak.0o;anorako;;NULL
anorak.0o.TEKS;anorako;;NULL
ans.0o;anso;;NULL
anselm.0o;Anselmo;;NULL
anselm.0o.NOM;Anselmo;;NULL
anser.0o;ansero;;NULL
anser.0o.hejmbesto;ansero;2;NULL
anser.0o.malsagxulo;ansero;3;NULL
anser.0oformaj;anseroformaj;;NULL
anstat.0ajxo;anstataŭaĵo;;NULL
anstat.0anto;anstataŭanto;;NULL
anstat.0igebla;anstataŭigebla;;NULL
anstat.0igebla.KOMUNE;anstataŭigebla;;NULL
anstat.0ilo;anstataŭilo;;NULL
anstat.0o;anstataŭo;;NULL
anstat.0o.ago;anstataŭo;2;NULL
anstat.0o.ajxo;anstataŭo;1;NULL
anstat.0ulo;anstataŭulo;;NULL
anstat.ne0igebla;neanstataŭigebla;;NULL
anstat.ne0igebla.KOMUNE;neanstataŭigebla;;NULL
anstrom.0o;anstromo;;NULL
anstrom.0o;angstromo;;NULL
ant.0;-ant;;gra_fr
ant.0;-ant;;gra_en
ant.0;-ant;;gra_de
ant.0;-ant;;gra_ru
ant.0;-ant;;gra_pl
ant.0;-ant;;ekz_14
ant.0.SNC;-ant;;gra_fr
ant.0.SNC;-ant;;gra_en
ant.0.SNC;-ant;;gra_de
ant.0.SNC;-ant;;gra_ru
ant.0.SNC;-ant;;gra_pl
ant.0.SNC;-ant;;ekz_14
antago.0a;antagonisma;;NULL
antago.0a.KOMUNE;antagonisma;;NULL
antago.0o;antagonismo;;NULL
antago.0o.KOMUNE;antagonismo;;NULL
antago1.0o;antagonisto;;NULL
antago1.0o.KOMUNE;antagonisto;;NULL
antananariv.0o;Antananarivo;;NULL
antark.A0o;Antarkto;;oa_9
antaux.0a;antaŭa;;NULL
antaux.0ajxo;antaŭaĵo;;NULL
antaux.0cxio;antaŭ ĉio;;NULL
antaux.0cxio.KOMUNE;antaŭ ĉio;;NULL
antaux.0e;antaŭe;;NULL
antaux.0eco;antaŭeco;;NULL
antaux.0enema;antaŭenema;;NULL
antaux.0enigi;antaŭenigi;;NULL
antaux.0ke;antaŭ ke;;NULL
antaux.0ke.KOMUNE;antaŭ ke;;NULL
antaux.0o;antaŭo;;NULL
antaux.0ol;antaŭ ol;;NULL
antaux.0ol;antaŭ kiam;;NULL
antaux.0ol.KOMUNE;antaŭ ol;;NULL
antaux.0ol.KOMUNE;antaŭ kiam;;NULL
antem.0o;antemo;;NULL
antem.0o.BOT;antemo;;NULL
anter.0o;antero;;NULL
anter.0o.BOT;antero;;NULL
anti.0;anti-;;NULL
anti.0.KOMUNE;anti-;;NULL
antibi.0a;antibiotika;;NULL
antibi.0o;antibiotiko;;oa_9
antibi.0o.MED;antibiotiko;;oa_9
antici.0a;anticipa;;NULL
antici.0a.KOMUNE;anticipa;;NULL
antici.0eal;anticipe al;;NULL
antici.0eal.KOMUNE;anticipe al;;NULL
antici.0i;anticipi;;NULL
antici.0i.EKON;anticipi;2;NULL
antido.0o;antidoto;;NULL
antido.0o.MED;antidoto;;NULL
antifa.0o;antifaŝisto;;NULL
antifo.0o;antifono;;NULL
antifr.0o;antifrazo;;NULL
antifr.0o.stilfiguro;antifrazo;;NULL
antigen.0o;antigeno;;NULL
antigv.0o;Antigvo;;NULL
antigv.0o.insulo;Antigvo;;NULL
antigv.0o.sxtato;Antigvo;;NULL
antigv.0o_Barbudo;Antigvo-Barbudo;;NULL
antigv.0o_Barbudo;Antigvo kaj Barbudo;;NULL
antikorp.0o;antikorpo;;NULL
antikorp.0o.FIZL;antikorpo;;NULL
antikr.0o;antikristo;;NULL
antikv.0a;antikva;;NULL
antikv.0a.malnova;antikva;2;NULL
antikv.0a.pasinta;antikva;1;NULL
antikv.0ajxisto;antikvaĵisto;;NULL
antikv.0ajxisto.KOMUNE;antikvaĵisto;;NULL
antikv.0ajxo;antikvaĵo;;NULL
antikv.0ajxo.KOMUNE;antikvaĵo;;NULL
antikv.0eco;antikveco;;NULL
antikv.0eco.epoko;antikveco;2;NULL
antikv.0eco.stato;antikveco;1;NULL
antikv.0o;antikvo;;NULL
antikv.0o.epoko;antikvo;;NULL
antil.0oj;Antiloj;;NULL
antil.0oj.insularo;Antiloj;;NULL
antilo.0o;antilopo;;NULL
antilo.0o.genro;antilopo;2;NULL
antilo.0o.subfamiliano;antilopo;1;NULL
antimateri.0o;antimaterio;;NULL
antino.0o;antinomio;;NULL
