#kap	mrk	lng	trd	ind
pa	pa.0	fr		bah !
plotono	ploton.0o	fr		peloton
plotono	ploton.0o	en		platoon
plotono	ploton.0o	de	Zug (milit.)	Zug
plu	plu.0	fr		davantage
plu	plu.0	fr		plus
plu	plu.0.aga	fr		plus
plu	plu.0.aga	en	on (as in: live on)	on
plu	plu.0.aga	en		again
plu	plu.0.aga	en		further
plu	plu.0.aga	en		ever more
plu	plu.0.aga	en		even longer
plu	plu.0.aga	de		weiter
plu	plu.0.aga	fr		davantage
plu	plu.0.media	fr		plus
plu	plu.0.media	en		on
plu	plu.0.media	en		more
plu	plu.0.media	en		further on
plu	plu.0.media	en		further
plu	plu.0.media	de		außerdem
plu	plu.0.media	de		weiterhin
plu	plu.0.media	de	noch (weiterhin)	noch
plu	plu.0.media	fr		davantage
plua	plu.0a	fr		de plus
plua	plu.0a	fr		continuel
plua	plu.0a	de		weitere
plua	plu.0a	en		additional
plua	plu.0a	en		further
plua	plu.0a	en		more
plue	plu.0e	fr		continuellement
plue	plu.0e	fr		davantage
plue	plu.0e	de		weiterhin
plue	plu.0e	en		further
plue	plu.0e	en		again
plue	plu.0e	en		more
plue	plu.0e	en		in addition
pluen	plu.0en	fr		de l'avant
pluen	plu.0en	de		weiter
pluen	plu.0en	en		even more
pluen	plu.0en	en		further on
plui	plu.0i	de		andauern
plui	plu.0i	de	sich fortsetzen	fortsetzen
plui	plu.0i	en		to remain
plui	plu.0i	en		to continue
plui	plu.0i	fr	continuer (intransitif)	continuer
plui	plu.0i	en		to last
plui	plu.0i	de	weiter gehen	gehen
pluigi	plu.0igi	fr	continuer (transitif)	continuer
pluigi	plu.0igi	de	weiter geben	geben
pluigi	plu.0igi	de		fortsetzen
pluigi	plu.0igi	en		to persist with
pluigi	plu.0igi	en		to keep on
pluigi	plu.0igi	en		to continue with
kotopo	plu.kaj_tiel_0	en		and so on
kaj tiel plu	plu.kaj_tiel_0	en		and so on
kotopo	plu.kaj_tiel_0	de	und so weiter	weiter
kaj tiel plu	plu.kaj_tiel_0	de	und so weiter	weiter
plugi	plug.0i	de		pflügen
plugi	plug.0i	fr		labourer
plugi	plug.0i	en		till
plugi	plug.0i	en		plow
plugi	plug.0i	en		plough
plugi	plug.0i.AGR	fr		labourer
plugi	plug.0i.AGR	en		till
plugi	plug.0i.AGR	en		plow
plugi	plug.0i.AGR	en		plough
plugi	plug.0i.AGR	de		pflügen
plugileto	plug.0ileto	fr		bêche
plugileto	plug.0ileto	en		spade
plugileto	plug.0ileto.sxpato	fr		bêche
plugileto	plug.0ileto.sxpato	en		spade
plugilo	plug.0ilo	fr		charrue
plugilo	plug.0ilo	en		plow
plugilo	plug.0ilo	en		plough
plugilo	plug.0ilo	de		Pflug
plugilo	plug.0ilo.AGR	fr		charrue
plugilo	plug.0ilo.AGR	en		plow
plugilo	plug.0ilo.AGR	en		plough
plugilo	plug.0ilo.AGR	de		Pflug
pluki	pluk.0i	fr		ramasser
pluki	pluk.0i	fr		cueillir
pluki	pluk.0i	en		pluck
pluki	pluk.0i	de		pflücken
pluko	pluk.0o	fr		cueillette
plukado	pluk.0o	fr		cueillette
pluko	pluk.0o	en		pluck
plukado	pluk.0o	en		pluck
pluko	pluk.0o	de		Pflücken
plukado	pluk.0o	de		Pflücken
plumaro	plum.0aro	fr		plumage
plumaro	plum.0aro	en		plumage
plumaro	plum.0aro	de		Gefieder
plumaro	plum.0aro.ZOO	fr		plumage
plumaro	plum.0aro.ZOO	en		plumage
plumaro	plum.0aro.ZOO	de		Gefieder
plumingo	plum.0ingo	fr		porte-plume
plumingo	plum.0ingo	de		Federhalter
plumingo	plum.0ingo.skribilo	de		Federhalter
plumingo	plum.0ingo.skribilo	fr		porte-plume
plumo	plum.0o	fr		plume
plumo	plum.0o	de		Feder
plumo	plum.0o.FIG	fr		plume
plumo	plum.0o.FIG	de		Feder
plumo	plum.0o.ZOO	en		feather
plumo	plum.0o.ZOO	fr		plume
plumo	plum.0o.ZOO	de		Feder
plumo	plum.0o.skribilo	fr		plume
plumo	plum.0o.skribilo	de		Feder
plumo	plum.0o.skribilo	en		pen
plumujo	plum.0ujo	fr		plumier
plumujo	plum.0ujo	de		Federmappe
plumujo	plum.0ujo.TIP	fr		plumier
plumujo	plum.0ujo.TIP	de		Federmappe
fontplumo	plum.fonto0o	fr		stylographe
fontoplumo	plum.fonto0o	fr		stylographe
fontplumo	plum.fonto0o	en		fountain pen
fontoplumo	plum.fonto0o	en		fountain pen
fontplumo	plum.fonto0o	de		Füller
fontoplumo	plum.fonto0o	de		Füller
fontplumo	plum.fonto0o	de		Füllfederhalter
fontoplumo	plum.fonto0o	de		Füllfederhalter
fontplumo	plum.fonto0o	fr		stylo-plume
fontoplumo	plum.fonto0o	fr		stylo-plume
fontplumo	plum.fonto0o.skribilo	en		fountain pen
fontoplumo	plum.fonto0o.skribilo	en		fountain pen
fontplumo	plum.fonto0o.skribilo	de		Füller
fontoplumo	plum.fonto0o.skribilo	de		Füller
fontplumo	plum.fonto0o.skribilo	de		Füllfederhalter
fontoplumo	plum.fonto0o.skribilo	de		Füllfederhalter
fontplumo	plum.fonto0o.skribilo	fr		stylo-plume
fontoplumo	plum.fonto0o.skribilo	fr		stylo-plume
fontplumo	plum.fonto0o.skribilo	fr		stylographe
fontoplumo	plum.fonto0o.skribilo	fr		stylographe
senplumigi	plum.sen0igi	fr		plumer
senplumigi	plum.sen0igi	de	rupfen (Huhn)	rupfen
senplumigi	plum.sen0igi.KUI	fr		plumer
senplumigi	plum.sen0igi.KUI	de	rupfen (Huhn)	rupfen
plumbero	plumb.0ero	fr	plomb (grain de plomb)	plomb
plumbero	plumb.0ero	en		lead shot
plumbero	plumb.0ero	de		Schrot
plumbo	plumb.0o	fr	plomb (métal)	plomb
plumbo	plumb.0o	en		lead
plumbo	plumb.0o	de		Blei
plumerio	plumeri.0o	fr		Plumeria
plumerio	plumeri.0o	en		Plumeria
plumerio	plumeri.0o	de		Plumeria
plumpa	plump.0a	fr		pataud
plumpa	plump.0a	fr	lourd (inélégant)	lourd
plumpa	plump.0a	en		ungainly
plumpa	plump.0a	en		pudgy
plumpa	plump.0a	en		clumsy
plumpa	plump.0a	de		plump
pluraj	plur.0aj	fr		plusieurs
pluraj	plur.0aj	en		several
pluraj	plur.0aj	en		multiple
pluraj	plur.0aj	en		more than one
pluraj	plur.0aj	de		mehrere
plureco	plur.0eco	en		plurality
plureco	plur.0eco	fr		pluralité
plureco	plur.0eco.KOMUNE	en		plurality
plureco	plur.0eco.KOMUNE	fr		pluralité
pluralo	plural.0o	fr	pluriel (subst.)	pluriel
pluralo	plural.0o	en		plural
pluralo	plural.0o	de		Plural
pluralo	plural.0o	de		Mehrzahl
pluralo	plural.0o.GRA	fr	pluriel (subst.)	pluriel
pluralo	plural.0o.GRA	en		plural
pluralo	plural.0o.GRA	de		Plural
pluralo	plural.0o.GRA	de		Mehrzahl
plus	plus.0	de		plus
plus	plus.0	fr		plus
plus	plus.0	en		plus
plus	plus.0.MAT	de		plus
plus	plus.0.MAT	fr		plus
plus	plus.0.MAT	en		plus
pluso	plus.0o	NULL	NULL	NULL
pluso	plus.0o.FIG	fr		surplus
pluso	plus.0o.FIG	fr	plus (gain)	plus
pluso	plus.0o.FIG	fr		gain
pluso	plus.0o.FIG	fr		excédent
pluso	plus.0o.FIG	en		surplus
pluso	plus.0o.FIG	de		Überschuss
pluso	plus.0o.FIG	de		Plus
pluso	plus.0o.FIG	de		Mehr
pluso	plus.0o.signo	fr		signe plus
pluso	plus.0o.signo	en		plus sign
pluso	plus.0o.signo	de		Pluszeichen
pluso	plus.0o.signo	de		Additionszeichen
pluskvamperfekto	pluskv.0o	fr		plus-que-parfait
pluskvamperfekto	pluskv.0o	en		pluperfect
pluskvamperfekto	pluskv.0o	de		Plusquamperfekt
pluskvamperfekto	pluskv.0o	de		Vorvergangenheit
pluŝo	plusx.0o	fr		peluche
pluŝo	plusx.0o	en		plush
pluŝo	plusx.0o	de		Plüsch
pluŝo	plusx.0o.TEKS	en		plush
pluŝo	plusx.0o.TEKS	de		Plüsch
pluŝo	plusx.0o.TEKS	fr		peluche
Pluto	plut.0o	en		Pluto
Pluto	plut.0o.mit	en		Pluto
Pluto	plut.0o.mit	fr		Pluton
Pluto	plut.0o.pers	en		Pluto
Pluto	plut.0o.pers	fr		Pluto
plutokrato	plutok.0o	fr		ploutocrate
plutokrato	plutok.0o	en		plutocrat
plutokrato	plutok.0o	de		Plutokrat
plutokratio	plutok1.0o	fr		ploutocratie
plutokratio	plutok1.0o	en		plutocracy
plutokratio	plutok1.0o	de		Plutokratie
plutokratio	plutok1.0o	de		Geldherrschaft
plutokratio	plutok1.0o.POL	fr		ploutocratie
plutokratio	plutok1.0o.POL	en		plutocracy
plutokratio	plutok1.0o.POL	de		Plutokratie
plutokratio	plutok1.0o.POL	de		Geldherrschaft
Plutono	pluton.0o	fr		Pluton
Plutono	pluton.0o	en		Pluto
Plutono	pluton.0o	de		Pluto
Plutono	pluton.0o.MIT	fr		Pluton
Plutono	pluton.0o.MIT	en		Pluto
Plutono	pluton.0o.MIT	de		Pluto
plutonio	plutoni.0o	fr		plutonium
plutonio	plutoni.0o	en		plutonium
plutonio	plutoni.0o	de		Plutonium
plutonio	plutoni.0o.KEM	fr		plutonium
plutonio	plutoni.0o.KEM	en		plutonium
plutonio	plutoni.0o.KEM	de		Plutonium
pluvegi	pluv.0egi	fr		pleuvoir à verse
pluvegi	pluv.0egi	en		downpour
pluvegi	pluv.0egi	de	stark regnen	regnen
pluvegi	pluv.0egi.MET	fr		pleuvoir à verse
pluvegi	pluv.0egi.MET	en		downpour
pluvegi	pluv.0egi.MET	de	stark regnen	regnen
pluvego	pluv.0ego	fr		pluie battante
pluvego	pluv.0ego	en		downpour
pluvego	pluv.0ego	de		Wolkenbruch
pluvego	pluv.0ego.MET	fr		pluie battante
pluvego	pluv.0ego.MET	en		downpour
pluvego	pluv.0ego.MET	de		Wolkenbruch
pluvero	pluv.0ero	en		rain drop
pluvero	pluv.0ero	de		Regentropfen
pluveti	pluv.0eti	fr		pleuvioter
pluveti	pluv.0eti	fr		pleuviner
pluveti	pluv.0eti	fr		bruiner
pluveti	pluv.0eti	en		drizzle
pluveti	pluv.0eti	de		nieseln
pluveti	pluv.0eti.MET	fr		pleuvioter
pluveti	pluv.0eti.MET	fr		pleuviner
pluveti	pluv.0eti.MET	fr		bruiner
pluveti	pluv.0eti.MET	en		drizzle
pluveti	pluv.0eti.MET	de		nieseln
pluveto	pluv.0eto	de		Sprühregen
pluveto	pluv.0eto	fr		crachin
pluveto	pluv.0eto	fr		bruine
pluveto	pluv.0eto	en		drizzle
pluveto	pluv.0eto	de		Nieselregen
pluveto	pluv.0eto.MET	fr		crachin
pluveto	pluv.0eto.MET	fr		bruine
pluveto	pluv.0eto.MET	en		drizzle
pluveto	pluv.0eto.MET	de		Nieselregen
pluveto	pluv.0eto.MET	de		Sprühregen
pluvi	pluv.0i	fr		pleuvoir
pluvi	pluv.0i	de		regnen
pluvi	pluv.0i	en		rain
pluvi	pluv.0i.FIG	fr		pleuvoir
pluvi	pluv.0i.FIG	de		regnen
pluvi	pluv.0i.FIG	en		rain
pluvi	pluv.0i.MET	fr		pleuvoir
pluvi	pluv.0i.MET	de		regnen
pluvi	pluv.0i.MET	en		rain
pluvo	pluv.0o	en		rain
pluvo	pluv.0o	de		Regen
pluvo	pluv.0o	fr		pluie
pluvo	pluv.0o.MET	de		Regen
pluvo	pluv.0o.MET	fr		pluie
pluvo	pluv.0o.MET	en		rain
pluvoverŝo	pluv.0oversxo	fr	forte averse de pluie	averse
pluvoverŝo	pluv.0oversxo	en		rain shower
pluvoverŝo	pluv.0oversxo	de		Schauer
pluvoverŝo	pluv.0oversxo.MET	fr	forte averse de pluie	averse
pluvoverŝo	pluv.0oversxo.MET	en		rain shower
pluvoverŝo	pluv.0oversxo.MET	de		Schauer
acida pluvo	pluv.acida0o	fr		pluie acide
acida pluvo	pluv.acida0o	de	saurer Regen	Regen
acida pluvo	pluv.acida0o.MET	fr		pluie acide
acida pluvo	pluv.acida0o.MET	de	saurer Regen	Regen
senpluveco	pluv.sen0eco	fr	sécheresse (absence de pluie)	sécheresse
senpluveco	pluv.sen0eco	de		Trockenheit
senpluveco	pluv.sen0eco	de		Dürre
senpluveco	pluv.sen0eco.MET	fr	sécheresse (absence de pluie)	sécheresse
senpluveco	pluv.sen0eco.MET	de		Trockenheit
senpluveco	pluv.sen0eco.MET	de		Dürre
pneŭo	pneux.0o	de		Reifen
pneŭo	pneux.0o	en		tire
pneŭo	pneux.0o	fr		pneu
pneŭo	pneux.0o.AUT	de		Reifen
pneŭo	pneux.0o.AUT	en		tire
pneŭo	pneux.0o.AUT	fr		pneu
pneŭmatika	pneuxm.0a	de		pneumatisch
pneŭmatika	pneuxm.0a	fr	pneumatique (adj.)	pneumatique
pneŭmatika	pneuxm.0a.FIZ	de		pneumatisch
pneŭmatika	pneuxm.0a.FIZ	fr	pneumatique (adj.)	pneumatique
pneŭmatiko	pneuxm.0o	NULL	NULL	NULL
pneŭmatiko	pneuxm.0o.AUT	de		Luftbereifung
pneŭmatiko	pneuxm.0o.AUT	de		Reifen
pneŭmatiko	pneuxm.0o.AUT	en		tire
pneŭmatiko	pneuxm.0o.AUT	fr		pneu
pneŭmatiko	pneuxm.0o.FIZ	de		Pneumatik
pneŭmatiko	pneuxm.0o.FIZ	en		pneumatics
pneŭmatiko	pneuxm.0o.FIZ	fr	pneumatique (subst.)	pneumatique
pneŭmonio	pneuxm2.0o	de		Pneumonie
pneŭmonito	pneuxm2.0o	de		Pneumonie
pneŭmonio	pneuxm2.0o	de		Lungenentzündung
pneŭmonito	pneuxm2.0o	de		Lungenentzündung
pneŭmonio	pneuxm2.0o	en		pneumonia
pneŭmonito	pneuxm2.0o	en		pneumonia
pneŭmonio	pneuxm2.0o	fr		pneumonie
pneŭmonito	pneuxm2.0o	fr		pneumonie
pneŭmonio	pneuxm2.0o.MED	de		Pneumonie
pneŭmonito	pneuxm2.0o.MED	de		Pneumonie
pneŭmonio	pneuxm2.0o.MED	de		Lungenentzündung
pneŭmonito	pneuxm2.0o.MED	de		Lungenentzündung
pneŭmonio	pneuxm2.0o.MED	en		pneumonia
pneŭmonito	pneuxm2.0o.MED	en		pneumonia
pneŭmonio	pneuxm2.0o.MED	fr		pneumonie
pneŭmonito	pneuxm2.0o.MED	fr		pneumonie
netipa pneŭmonio	pneuxm2.netipa0o	de		SARS
netipa pneŭmonito	pneuxm2.netipa0o	de		SARS
netipa pneŭmonio	pneuxm2.netipa0o	de	atypische Pneumonie	Pneumonie
netipa pneŭmonito	pneuxm2.netipa0o	de	atypische Pneumonie	Pneumonie
netipa pneŭmonio	pneuxm2.netipa0o	en		SARS
netipa pneŭmonito	pneuxm2.netipa0o	en		SARS
netipa pneŭmonio	pneuxm2.netipa0o	en		severe acute respiratory syndrome
netipa pneŭmonito	pneuxm2.netipa0o	en		severe acute respiratory syndrome
netipa pneŭmonio	pneuxm2.netipa0o	fr		pneumonie atypique
netipa pneŭmonito	pneuxm2.netipa0o	fr		pneumonie atypique
netipa pneŭmonio	pneuxm2.netipa0o	fr		SRAS
netipa pneŭmonito	pneuxm2.netipa0o	fr		SRAS
netipa pneŭmonio	pneuxm2.netipa0o.MED	de		SARS
netipa pneŭmonito	pneuxm2.netipa0o.MED	de		SARS
netipa pneŭmonio	pneuxm2.netipa0o.MED	de	atypische Pneumonie	Pneumonie
netipa pneŭmonito	pneuxm2.netipa0o.MED	de	atypische Pneumonie	Pneumonie
netipa pneŭmonio	pneuxm2.netipa0o.MED	en		SARS
netipa pneŭmonito	pneuxm2.netipa0o.MED	en		SARS
netipa pneŭmonio	pneuxm2.netipa0o.MED	en		severe acute respiratory syndrome
netipa pneŭmonito	pneuxm2.netipa0o.MED	en		severe acute respiratory syndrome
netipa pneŭmonio	pneuxm2.netipa0o.MED	fr		pneumonie atypique
netipa pneŭmonito	pneuxm2.netipa0o.MED	fr		pneumonie atypique
netipa pneŭmonio	pneuxm2.netipa0o.MED	fr		SRAS
netipa pneŭmonito	pneuxm2.netipa0o.MED	fr		SRAS
pneŭmokoko	pneuxmokok.0o	en		pneumococcus
pneŭmokoko	pneuxmokok.0o	fr		pneumocoque
pneŭmokoko	pneuxmokok.0o.BAK	en		pneumococcus
pneŭmokoko	pneuxmokok.0o.BAK	fr		pneumocoque
pneŭmonologo	pneuxmonolog.0o	en		pulmonologist
pneŭmologo	pneuxmonolog.0o	en		pulmonologist
pneŭmonologo	pneuxmonolog.0o	fr		pneumologue
pneŭmologo	pneuxmonolog.0o	fr		pneumologue
pneŭmonologo	pneuxmonolog.0o.MED	de		Pneumologe
pneŭmologo	pneuxmonolog.0o.MED	de		Pneumologe
pneŭmonologo	pneuxmonolog.0o.MED	de		Pulmologe
pneŭmologo	pneuxmonolog.0o.MED	de		Pulmologe
pneŭmonologo	pneuxmonolog.0o.MED	de		Lungenarzt
pneŭmologo	pneuxmonolog.0o.MED	de		Lungenarzt
pneŭmonologo	pneuxmonolog.0o.MED	en		pulmonologist
pneŭmologo	pneuxmonolog.0o.MED	en		pulmonologist
pneŭmonologo	pneuxmonolog.0o.MED	fr		pneumologue
pneŭmologo	pneuxmonolog.0o.MED	fr		pneumologue
pneŭmonologio	pneuxmonologi.0o	en		pulmonology
pneŭmonologio	pneuxmonologi.0o	en		pneumology
pneŭmonologio	pneuxmonologi.0o	fr		pneumologie
pneŭmonologio	pneuxmonologi.0o.MED	de		Lungenheilkunde
pneŭmonologio	pneuxmonologi.0o.MED	de		Pulmologie
pneŭmonologio	pneuxmonologi.0o.MED	de		Pneumologie
pneŭmonologio	pneuxmonologi.0o.MED	en		pulmonology
pneŭmonologio	pneuxmonologi.0o.MED	en		pneumology
pneŭmonologio	pneuxmonologi.0o.MED	fr		pneumologie
Pnompeno	pnompen.0o	de		Phnom Penh
Pnompeno	pnompen.0o	en		Phnom Penh
Pnompeno	pnompen.0o	fr		Phnom Penh
po	po.0	en		at the rate of
po	po.0	en		apiece
po	po.0	en		@
po	po.0	fr		à raison de
po	po.0.cirkonstanca	de		zu
po	po.0.cirkonstanca	de		für
po	po.0.cirkonstanca	en		at the rate of
po	po.0.cirkonstanca	en		apiece
po	po.0.cirkonstanca	en		@
po	po.0.cirkonstanca	fr		à raison de
po	po.0.objekta	de		je
po	po.0.objekta	de		jeweils
po	po.0.objekta	en		at the rate of
po	po.0.objekta	en		apiece
po	po.0.objekta	en		@
po	po.0.objekta	fr		à raison de
po-signo	po.0_signo	en		at sign
po-signo	po.0_signo	de		At-Zeichen
po-signo	po.0_signo	fr		arobase
poa	po.0a	de		jeweilige
poa	po.0a	en		individual
poa	po.0a	fr	par pièce	pièce
poa	po.0a	fr	à l'unité	unité
po	po1.0	NULL	NULL	NULL
po	po1.0.konsonanto	fr		phosphore
po	po1.0.konsonanto	fr		Père
po	po1.0.konsonanto	fr		péta
po	po1.0.konsonanto	fr		page
po	po1.0.konsonanto	fr		pico
po	po1.0.konsonanto	fr	p (lettre)	p
poacoj	poac.0oj	de		Süßgräser
poacoj	poac.0oj	en		poaceae
poacoj	poac.0oj	en		gramineae
poacoj	poac.0oj	en		true grasses
poacoj	poac.0oj.BOT	de		Süßgräser
poacoj	poac.0oj.BOT	en		poaceae
poacoj	poac.0oj.BOT	en		gramineae
poacoj	poac.0oj.BOT	en		true grasses
pobo	pob.0o	en		stern
pobo	pob.0o	en		poop
pobo	pob.0o	fr		poupe
pobo	pob.0o.MAR	en		stern
pobo	pob.0o.MAR	en		poop
pobo	pob.0o.MAR	fr		poupe
Pobo	pob.P0o	en		Puppis
Pobo	pob.P0o	fr	Poupe (constellation)	Poupe
Pobo	pob.P0o.AST	en		Puppis
Pobo	pob.P0o.AST	fr	Poupe (constellation)	Poupe
Pocdamo	pocdam.0o	de		Potsdam
Potsdamo	pocdam.0o	de		Potsdam
Pocdamo	pocdam.0o	en		Potsdam
Potsdamo	pocdam.0o	en		Potsdam
Pocdamo	pocdam.0o	fr		Potsdam
Potsdamo	pocdam.0o	fr		Potsdam
pocio	poci.0o	de		Heiltrank
pocio	poci.0o	de		Zaubertrank
pocio	poci.0o	en		potion
pocio	poci.0o	fr		potion
poĉi	pocx.0i	de		pochieren
poĉi	pocx.0i	en		poach
poĉi	pocx.0i	fr		pocher
poĉi	pocx.0i.KUI	de		pochieren
poĉi	pocx.0i.KUI	en		poach
poĉi	pocx.0i.KUI	fr		pocher
podagro	podagr.0o	de		Podagra
podagro	podagr.0o	de		Fußgicht
podagro	podagr.0o	de		Zehengicht
podagro	podagr.0o	en		gout
podagro	podagr.0o	fr	goutte (maladie)	goutte
podagro	podagr.0o	fr		podagre
podajro	podajr.0o	de		Fußpunkt[s]kurve
podajro	podajr.0o	de		Fußpunktenkurve
podajro	podajr.0o	en		pedal
podajro	podajr.0o	fr		podaire
podestato	podestat.0o	de		Podestat
podestato	podestat.0o	de		Podestà
podestato	podestat.0o	fr		podestat
podestato	podestat.0o.POL	de		Podestat
podestato	podestat.0o.POL	de		Podestà
podestato	podestat.0o.POL	fr		podestat
podio	podi.0o	de		Podium
podio	podi.0o	de		Podest
podio	podi.0o	de		Estrade
podio	podi.0o	en		podium
podio	podi.0o	en		platform
podio	podi.0o	fr		estrade
podio	podi.0o	fr		podium
podio	podi.0o.MEBL	de		Podium
podio	podi.0o.MEBL	de		Podest
podio	podi.0o.MEBL	de		Estrade
podio	podi.0o.MEBL	en		podium
podio	podi.0o.MEBL	en		platform
podio	podi.0o.MEBL	fr		estrade
podio	podi.0o.MEBL	fr		podium
podkastado	podkast.0ado	de		Podcasting
podkastado	podkast.0ado	en		podcasting
podkastado	podkast.0ado	fr		baladodiffusion
podkastado	podkast.0ado	fr		podcasting
podkastado	podkast.0ado.RAD	de		Podcasting
podkastado	podkast.0ado.RAD	en		podcasting
podkastado	podkast.0ado.RAD	fr		baladodiffusion
podkastado	podkast.0ado.RAD	fr		podcasting
podkasto	podkast.0o	de		Podcast
podkasto	podkast.0o	en		podcast
podkasto	podkast.0o	fr		balado
podkasto	podkast.0o	fr		podcast
podkasto	podkast.0o.RAD	de		Podcast
podkasto	podkast.0o.RAD	en		podcast
podkasto	podkast.0o.RAD	fr		balado
podkasto	podkast.0o.RAD	fr		podcast
podzolo	podzol.0o	fr		podzosol
podzolo	podzol.0o	fr		podzol
podzolo	podzol.0o.GRU	fr		podzosol
podzolo	podzol.0o.GRU	fr		podzol
poefago	poefag.0o	de		Yak
poefago	poefag.0o	en		yak
poefago	poefag.0o	fr		yak
poefago	poefag.0o	fr		yack
poefago	poefag.0o.ZOO	de		Yak
poefago	poefag.0o.ZOO	en		yak
poefago	poefag.0o.ZOO	fr		yak
poefago	poefag.0o.ZOO	fr		yack
poemaro	poem.0aro	fr	recueil de poèmes	poèmes
poemaro	poem.0aro.poemoj	fr	recueil de poèmes	poèmes
poemaro	poem.0aro.poeziajxoj	de		Gedichtzyklus
poemaro	poem.0aro.poeziajxoj	de		Gedichtband
poemaro	poem.0aro.poeziajxoj	fr	recueil de poèmes	poèmes
poemo	poem.0o	en		poem
poemo	poem.0o	fr		poème
poemo	poem.0o.POE	de		Dichtung
poemo	poem.0o.POE	en	long poem	poem
poemo	poem.0o.POE	en		poem
poemo	poem.0o.POE	fr		poème
poemo	poem.0o.versajxo	de		Gedicht
poemo	poem.0o.versajxo	en		poem
poemo	poem.0o.versajxo	fr		poème
poentaro	poent.0aro	en		score
poentaro	poent.0aro	fr		score
poentaro	poent.0aro.KOMUNE	en		score
poentaro	poent.0aro.KOMUNE	fr		score
poenti	poent.0i	de		punkten
poenti	poent.0i	en	score (a point)	score
poenti	poent.0i	fr		marquer un point
poenti	poent.0i.KOMUNE	de		punkten
poenti	poent.0i.KOMUNE	en	score (a point)	score
poenti	poent.0i.KOMUNE	fr		marquer un point
poento	poent.0o	de		Punkt
poento	poent.0o	en		point
poento	poent.0o	fr	point (gagné au jeu, à l'école)	point
poento	poent.0o.KOMUNE	de		Punkt
poento	poent.0o.KOMUNE	en		point
poento	poent.0o.KOMUNE	fr	point (gagné au jeu, à l'école)	point
elpoenti	poent.el0i	en		win
elpoenti	poent.el0i	en		gain
elpoenti	poent.el0i	fr	gagner (quelque chose au jeu)	gagner
elpoenti	poent.el0i.KOMUNE	en		win
elpoenti	poent.el0i.KOMUNE	en		gain
elpoenti	poent.el0i.KOMUNE	fr	gagner (quelque chose au jeu)	gagner
poeto	poet.0o	de		Poet
poeto	poet.0o	de		Dichter
poeto	poet.0o	en		poet
poeto	poet.0o	fr		poète
poetiko	poetik.0o	de		Poetik
poetiko	poetik.0o	fr	poétique (subst.)	poétique
poetiko	poetik.0o.POE	de		Poetik
poetiko	poetik.0o.POE	fr	poétique (subst.)	poétique
poezia	poezi.0a	en		poetic
poezia	poezi.0a	fr	poétique (adj.)	poétique
poezia	poezi.0a.POE	en		poetic
poezia	poezi.0a.POE	fr	poétique (adj.)	poétique
poeziaĵo	poezi.0ajxo	fr	poésie (œuvre en vers)	poésie
poeziaĵo	poezi.0ajxo.POE	fr	poésie (œuvre en vers)	poésie
poezieco	poezi.0eco	fr	caractère poétique (de qc)	poétique
poezieco	poezi.0eco.POE	fr	caractère poétique (de qc)	poétique
poezio	poezi.0o	de		Poesie
poezio	poezi.0o	en		poetry
poezio	poezi.0o	fr		poésie
poezio	poezi.0o.arto	de		Poesie
poezio	poezi.0o.arto	en		poetry
poezio	poezi.0o.arto	fr		poésie
poezio	poezi.0o.forto	de		Poesie
poezio	poezi.0o.forto	en		poetry
poezio	poezi.0o.forto	fr		poésie
pogaĉo	pogacx.0o	fr		pogatcha
pogaĉo	pogacx.0o.KUI	fr		pogatcha
pogromo	pogrom.0o	de		Pogrom
pogromo	pogrom.0o	en		pogrom
pogromo	pogrom.0o	fr		pogrom
pogromo	pogrom.0o	fr		pogrome
pojno	pojn.0o	de		Handgelenk
pojno	pojn.0o.manartiko	en		wrist
pojno	pojn.0o.manartiko	fr		poignet
pojno	pojn.0o.manartiko	de		Handgelenk
pokalo	pokal.0o	de		Pokal
pokalo	pokal.0o	fr		coupe
pokalo	pokal.0o.SPO	de		Pokal
pokalo	pokal.0o.SPO	fr		coupe
pokalo	pokal.0o.vazo	de		Pokal
pokalo	pokal.0o.vazo	fr		coupe
Pokalo	pokal.P0o	de		Becher
Pokalo	pokal.P0o	en		Crater
Pokalo	pokal.P0o	fr	Coupe (constellation)	Coupe
Pokalo	pokal.P0o.AST	de		Becher
Pokalo	pokal.P0o.AST	en		Crater
Pokalo	pokal.P0o.AST	fr	Coupe (constellation)	Coupe
pokeri	poker.0i	de		pokern
pokeri	poker.0i.ludi	de		pokern
pokero	poker.0o	de		Poker
pokero	poker.0o	fr		poker
pokero	poker.0o.SPO	de		Poker
pokero	poker.0o.SPO	fr		poker
pola	pol.0a	de		polnisch
pola	pol.0a.LIN	de		polnisch
pola	pol.0a.POL	fr	polonais (adj.)	polonais
pola	pol.0a.POL	de		polnisch
polino	pol.0ino	de		Polin
polino	pol.0ino.naciano	fr		Polonaise
polino	pol.0ino.naciano	de		Polin
polino	pol.0ino.sxtatano	fr		Polonaise
polino	pol.0ino.sxtatano	de		Polin
pollandano	pol.0landano	de		polnischer Staatsbürger
pollandano	pol.0landano.POL	fr		Polonais
pollandano	pol.0landano.POL	de		polnischer Staatsbürger
polo	pol.0o	de		Pole
polo	pol.0o.naciano	fr		Polonais
polo	pol.0o.naciano	de		Pole
polo	pol.0o.sxtatano	fr		Polonais
polo	pol.0o.sxtatano	de		Pole
polujano	pol.0ujano	de		polnischer Staatsbürger
polujano	pol.0ujano.POL	fr	Polonais (citoyen)	Polonais
